ID;grupo;producto;marca;especificacion;N;Min;Pmin;Pmediano;PPdM;Pmax;Max;ee;iqr;PPdM_Ant;Var.Mens;C.V.;Periodo
355;Cuidado personal;Protector solar SPF 50;Eucerin;150 ml;38;1474;1474;2580;2166,8;2580;2580;468,2136445;1094;2126,789;0,0188;0,2161;Ene25
356;Cuidado personal;Protector solar SPF 60;Soundown;120 ml.;494;533;533;804;791,781;1025,17678;1025,443;75,75047144;5;777,519;0,0183;0,0957;Ene25
357;Cuidado personal;Protector solar SPF 80;Hawaiian Tropic;240 ml.;394;844;844;1055;1063,326;1295;1295;57,2445995;51;1069,839;-0,0061;0,0538;Ene25
314;Cuidado personal;Repelente aerosol;Júpiter;165 cm3;471;73;73;145;149,999;175;189;21,81822177;31;144,346;0,0392;0,1455;Ene25
310;Cuidado personal;Repelente aerosol;Off!;170 cm3;626;269,9;279;360,94;363,835;428,31;439;40,22330399;59;362,378;0,004;0,1106;Ene25
315;Cuidado personal;Repelente aerosol;Off! LD;170 cm3;617;339,9;395;469;471,767;545;559;48,81271585;98;472,925;-0,0024;0,1035;Ene25
313;Cuidado personal;Repelente crema;Júpiter;80 grs.;277;96;96;200;169,672;208;208;42,80533108;74;166,979;0,0161;0,2523;Ene25
308;Cuidado personal;Repelente crema;Off!;200 grs.;415;335;375;486;492,838;580;580;44,06409529;52;490,056;0,0057;0,0894;Ene25
312;Cuidado personal;Repelente crema;Off!;90 grs.;523;256,9;289;368;378,981;467;494;32,82756522;31;378,989;0;0,0866;Ene25
309;Cuidado personal;Repelente spray;Off!;177 cm3;414;388;447;554;552,281;740;740;50,04389541;13;558,982;-0,012;0,0906;Ene25
337;Cuidado personal;Talco;J&J;200 grs.;451;224;295;418;407,712;479,34;490;42,48371506;40;406,964;0,0018;0,1042;Ene25
335;Cuidado personal;Talco;Xanapie;180 grs.;289;82,9;84;108;107,036;140;140;9,650481166;3;107,73;-0,0064;0,0902;Ene25
336;Cuidado personal;Talco;Xanapie;175 ml.;276;115;126,9;207;196,153;229;229;23,43188034;28;196,249;-5,00E-04;0,1195;Ene25
342;Cuidado personal;Tinta;Excellence;1 unidad;402;499;499;737;730,051;848;890;77,66310602;33;707,214;0,0323;0,1064;Ene25
344;Cuidado personal;Tinta;Garnier;1 unidad;608;199;199;317;293,244;366;429;49,01820304;68;290,951;0,0079;0,1672;Ene25
343;Cuidado personal;Tinta;Issue;1 unidad;307;115;125;213;201,512;231;231;20,72587144;24;194,513;0,036;0,1029;Ene25
332;Cuidado personal;Toallitas femeninas;Ladysoft;16 unidades;592;110;125,81;147;154,063;204;207;19,20828099;19;152,175;0,0124;0,1247;Ene25
333;Cuidado personal;Toallitas femeninas;Siempre Libre;8 unidades;421;96,9;99;137;137,822;166;166;13,66019992;13;140,546;-0,0194;0,0991;Ene25
257;Frutas y verduras;Banana Brasil;;1 kg.;106;59;59;69;69,943;95;99;4,653240283;2;70,085;-0,002;0,0665;Ene25
255;Frutas y verduras;Banana Ecuador;;1 kg.;143;69;75;109;110,125;155;159;15,48537628;10;109,448;0,0062;0,1406;Ene25
238;Frutas y verduras;Lechuga Crespa;;1 unidad;227;25;29;54;54,82;76;80;8,566344603;2,43;51,881;0,0566;0,1563;Ene25
239;Frutas y verduras;Lechuga Mantecosa;;1 unidad;137;25;27;52;48,757;72;75;9,502956323;13;46,826;0,0412;0,1949;Ene25
275;Frutas y verduras;Manzana Fuji;;1 kg.;23;119;119;169;166,47;185;185;14,78077394;9;167,609;-0,0068;0,0888;Ene25
276;Frutas y verduras;Manzana Granny Smith;;1 kg.;138;99;109;139;145,58;190;214;17,09513433;15,9;146,126;-0,0037;0,1174;Ene25
277;Frutas y verduras;Manzana Red Deliciosa;;1 kg.;229;87;89;144;144,015;198;199;14,85901645;13;144,952;-0,0065;0,1032;Ene25
286;Frutas y verduras;Naranja Navel;;1 kg.;110;29;34;59;59,276;79;79;9,65537655;10;63,865;-0,0719;0,1629;Ene25
287;Frutas y verduras;Naranja Valencia;;1 kg.;102;33;42;54;56,456;80;80;6,339210483;2;56,326;0,0023;0,1123;Ene25
244;Frutas y verduras;Papa Blanca;;1 kg.;224;52;65;104;106,046;119;129;11,24737175;15;107,292;-0,0116;0,1061;Ene25
245;Frutas y verduras;Papa Rosada;;1 kg.;149;50;57;99;99,472;118;125;10,46601939;6;99,991;-0,0052;0,1052;Ene25
253;Frutas y verduras;Tomate Americano;;1 kg.;227;41;49;83;78,579;110;125;12,60070514;18;81,651;-0,0376;0,1604;Ene25
254;Frutas y verduras;Tomate Perita;;1 kg.;143;42;59;79,9;76,744;151,5;166;18,22126224;23;100,309;-0,2349;0,2374;Ene25
262;Frutas y verduras;Zapallo Calabacín;;1 kg.;115;43;43;99;87,336;99;99;19,78617516;29,1;93,227;-0,0632;0,2266;Ene25
264;Frutas y verduras;Zapallo Criollo;;1 kg.;32;47;47;73;67,606;95;95;9,566815042;4;70,894;-0,0464;0,1415;Ene25
45;Limpieza del hogar;Detergente para vajilla;Deterjane limón;Envase 1.250 lt.;394;109;118;139;145,514;179;180;21,20586644;26;135,079;0,0773;0,1457;Ene25
46;Limpieza del hogar;Detergente para vajilla;Hurra Nevex Limón;Envase 1.250 lt.;573;102;105;136;137,034;174,94;174,94;12,5859643;11;134,637;0,0178;0,0918;Ene25
47;Limpieza del hogar;Detergente para vajilla;Protergente limón;Envase 1 lt.;413;50;59,9;72;73,362;90;90;8,408101789;15;74,562;-0,0161;0,1146;Ene25
82;Limpieza del hogar;Hipoclorito de sodio;Agua Jane;Botella 1 lt.;605;69;73;84;85,219;112;112;9,861071385;15,3;84,191;0,0122;0,1157;Ene25
83;Limpieza del hogar;Hipoclorito de sodio;Sello Rojo;Botella 1 lt.;599;64;65;73;76,008;100;101;8,2386537;15;76,274;-0,0035;0,1084;Ene25
84;Limpieza del hogar;Hipoclorito de sodio;Solución Cristal;Botella 1 lt.;452;39;39,9;77;74,429;85;91;8,361135233;7;71,705;0,038;0,1123;Ene25
91;Limpieza del hogar;Jabón en polvo máquina;Drive;Paquete 800 grs.;136;121;125;169;155,837;178,53;178,53;16,06614524;27;155,833;0;0,1031;Ene25
92;Limpieza del hogar;Jabón en polvo máquina;Nevex;Paquete 800 grs.;609;149,25;171,9;197;193,312;235;238;14,10543746;25;192,881;0,0022;0,073;Ene25
93;Limpieza del hogar;Jabón en polvo máquina;Skip - Paquete azul;Paquete 800 grs.;564;118;124;149;151,075;175,51;183;10,22865095;13;149,75;0,0088;0,0677;Ene25
94;Limpieza del hogar;Jabón para ropa en barra;Bull Dog;Unidad 300 grs.;439;41;43;85;76,071;93;107;16,24467447;12;74,208;0,0251;0,2135;Ene25
95;Limpieza del hogar;Jabón para ropa en barra;Nevex;Unidad 200 grs.;403;38;44;57;58,683;68,05;75;4,868466246;5;58,304;0,0065;0,083;Ene25
96;Limpieza del hogar;Jabón para ropa en barra;Primor;Unidad 200 grs.;486;19,9;19,9;37;38,96;49,9;53;5,828772543;6;38,239;0,0189;0,1496;Ene25
1;Alimentos y bebidas;Aceite de girasol;Óptimo;Envase 900 cc;457;87.9;89;102;104.981;131;137;10.56214073;7;102.244;0.027;0.1006;Feb25
2;Alimentos y bebidas;Aceite de girasol;Río de la Plata;Envase 900 cc;364;89;99;119;118.57;139;149.07;8.66274345;8;116.314;0.019;0.0731;Feb25
3;Alimentos y bebidas;Aceite de girasol;Uruguay;Envase 900 cc;316;71;76;91;90.242;120;126;9.099020824;11;88.848;0.016;0.1008;Feb25
4;Alimentos y bebidas;Aceite de maíz;Delicia;Envase 900 cc;407;64.9;98;129;126.973;155;167;10.73330173;0;125.369;0.013;0.0845;Feb25
5;Alimentos y bebidas;Aceite de maíz;Río de la Plata;Envase 900 cc;366;113.4;128;140;141.628;165;168;6.729648054;4;142.316;-0.005;0.0475;Feb25
7;Alimentos y bebidas;Aceite de soja;Condesa;Envase 900 cc;391;59;59;73;73.952;98;98;7.607965837;9;72.116;0.025;0.1029;Feb25
8;Alimentos y bebidas;Aceite de soja;Río de la Plata;Envase 900 cc;420;48;61;79;76.622;90;105;8.940327886;14;74.681;0.026;0.1167;Feb25
9;Alimentos y bebidas;Aceite de soja;Salad;Envase 900 cc;10;29.9;29.9;69;72.362;105;105;19.4949978;6;72.362;0;0.2694;Feb25
10;Alimentos y bebidas;Agua de mesa con gas;Matutina;Envase 2,5 lt.;452;46;50;59;59.278;70;74;3.123867864;3;59.143;0.002;0.0527;Feb25
11;Alimentos y bebidas;Agua de mesa con gas;Nativa;Envase 2,5 lt.;379;59;62;74;73.642;85;89;3.121858664;1;73.462;0.002;0.0424;Feb25
12;Alimentos y bebidas;Agua de mesa con gas;Salus;Envase 2,25 lt.;563;63;64;74;75.278;80;80;3.754092898;6;75.435;-0.002;0.0499;Feb25
13;Alimentos y bebidas;Aguja vacuna;Con Hueso - Sin Marca;1 kg.;135;269;279;342;341.774;390;395;20.19905021;10;341.642;0;0.0591;Feb25
14;Alimentos y bebidas;Aguja vacuna;Sin Hueso - Sin Marca;1 kg.;189;199;289;325;332.071;425;429;31.05153349;36;341.698;-0.028;0.0935;Feb25
15;Alimentos y bebidas;Arroz blanco;Blue Patna;Bolsa 1 kg.;394;42;50;72;75.076;86;89;7.364445369;12;75.599;-0.007;0.0981;Feb25
16;Alimentos y bebidas;Arroz blanco;Green Chef;Bolsa 1 kg.;394;47;56.9;75;73.769;84;84.98;5.663150633;10;74.319;-0.007;0.0768;Feb25
17;Alimentos y bebidas;Arroz blanco;Saman Blanco;Bolsa 1 kg.;442;50;59;82;79.969;89;92.59;6.421118015;9;79.863;0.001;0.0803;Feb25
18;Alimentos y bebidas;Arroz blanco;Aruba tipo Patna;Bolsa 1 kg.;265;29;38;49;50.724;63;66;5.073001864;6;49.196;0.031;0.1;Feb25
19;Alimentos y bebidas;Arroz blanco;Pony;Bolsa 1 kg.;63;24;24;36;38.577;59;59;6.909183183;5;38.577;0;0.1791;Feb25
20;Alimentos y bebidas;Arroz blanco;Vidarroz;Bolsa 1 kg.;237;21;21;54;48.943;60;60;11.12548567;16;49.84;-0.018;0.2273;Feb25
22;Alimentos y bebidas;Arvejas en conserva;Cololó;Lata 380 grs.;365;24;34;48;46.731;58;60;5.480474248;6.45;50.514;-0.075;0.1173;Feb25
23;Alimentos y bebidas;Arvejas en conserva;Nidemar;Lata 300 grs.;164;19;22;30;30.189;32.06;49;2.420051582;2;30.918;-0.024;0.0802;Feb25
24;Alimentos y bebidas;Azúcar blanco;Azucarlito;Paquete 1 kg.;382;27;27;55;54.785;66;69;5.546893122;0.1;55.669;-0.016;0.1012;Feb25
25;Alimentos y bebidas;Azúcar blanco;Bella Unión;Paquete 1 kg.;394;49;49;55;54.653;65;69;2.318617282;2;54.677;0;0.0424;Feb25
26;Alimentos y bebidas;Café envasado (no instantáneo);Águila;Paquete 250 grs.;425;195;210;306;304.535;369;382;20.92535276;4;278.322;0.094;0.0687;Feb25
27;Alimentos y bebidas;Café envasado (no instantáneo);Chaná;Paquete 250 grs.;428;159;234;349;333.994;423;457;49.28032574;60;327.528;0.02;0.1475;Feb25
28;Alimentos y bebidas;Café envasado (no instantáneo);Saint;Paquete 250 grs.;176;109.9;109.9;199;171.552;232;233.34;47.66469689;89.1;212.89;-0.194;0.2778;Feb25
29;Alimentos y bebidas;Carne picada vacuna;Con Hasta 5% de grasa;1 kg.;216;199;320;418.98;400.163;478;549;41.78875259;79;392.71;0.019;0.1044;Feb25
30;Alimentos y bebidas;Carne picada vacuna;Con Hasta 20% de grasa;1 kg.;190;199;219;309;310.478;389;399;26.03376364;19;308.79;0.005;0.0839;Feb25
31;Alimentos y bebidas;Cerveza;Patricia;Botella 960 ml.;421;120;140;177;174.693;183;195;9.122732661;0;172.052;0.015;0.0522;Feb25
32;Alimentos y bebidas;Cerveza;Pilsen;Botella 960 ml.;398;108;127;155;146.636;159;179;11.62327981;25;144.089;0.018;0.0793;Feb25
33;Alimentos y bebidas;Cerveza;Zillertal;Botella 1 lt.;420;128;175;199;196.407;200;217;6.805561594;2;192.927;0.018;0.0347;Feb25
34;Cuidado personal;Champú;Fructis;Envase 350 ml.;568;175;227;345;325.064;400;425;43.84756653;71.41;325.452;-0.001;0.1349;Feb25
35;Cuidado personal;Champú;Sedal;Envase 350 ml.;204;111;175;227;222.597;256;256;18.54347072;19;222.597;0;0.0833;Feb25
36;Cuidado personal;Champú;Suave;Envase 930 ml.;351;124;134;173;176.493;231;244;18.47561518;24;175.422;0.006;0.1047;Feb25
37;Alimentos y bebidas;Chorizos mezcla;sueltos - Cattivelli  - Extra;1 kg.;187;274;452;648;611.392;685;755;55.76025539;99;600.682;0.018;0.0912;Feb25
38;Alimentos y bebidas;Chorizos mezcla;sueltos - Centenario - Extra;1 kg.;185;329;480.4;649;637.142;734;780;56.67589908;57.13;619.577;0.028;0.089;Feb25
39;Alimentos y bebidas;Chorizos mezcla;sueltos - La Familia - Hilo amarillo;1 kg.;107;299;326.39;435;422.889;454;454;36.13655505;0;422.82;0;0.0855;Feb25
40;Alimentos y bebidas;Cocoa;Copacabana;Envase 500 grs.;457;195;223;306;290.489;364.71;401;39.18761718;71;284.628;0.021;0.1349;Feb25
41;Alimentos y bebidas;Cocoa;Vascolet;Envase 500 grs.;401;100;100;270.655;274.775;338;347;40.87151226;59.5;268.117;0.025;0.1487;Feb25
42;Cuidado personal;Desodorante en aerosol;Axe Musk;Envase 113 grs.;621;143;159.2;194;192.933;236;243;15.50255696;13;193.322;-0.002;0.0804;Feb25
43;Cuidado personal;Desodorante en aerosol;Dove Original;Envase 100 grs.;676;169.9;196.8;236;237.685;287;301;15.99138215;11;239.481;-0.007;0.0673;Feb25
44;Cuidado personal;Desodorante en aerosol;Rexona Active Emotion;Envase 105 grs.;576;152;175.2;209;209.112;245;257;13.735109;6;209.095;0;0.0657;Feb25
45;Limpieza del hogar;Detergente para vajilla;Deterjane limón;Envase 1.250 lt.;392;69.9;119;144;148.105;179;180;19.40508451;26;145.182;0.02;0.131;Feb25
46;Limpieza del hogar;Detergente para vajilla;Hurra Nevex Limón;Envase 1.250 lt.;570;102;104;140;140.929;174.94;174.94;13.72034266;13.1;137.115;0.028;0.0974;Feb25
47;Limpieza del hogar;Detergente para vajilla;Protergente limón;Envase 1 lt.;395;50;59.234;69;71.741;90;90;6.969655551;4;72.861;-0.015;0.0972;Feb25
48;Alimentos y bebidas;Dulce de leche;Conaprole;Envase 1 kg.;430;205;235;272;273.641;320;336;18.72267767;20;272.006;0.006;0.0684;Feb25
49;Alimentos y bebidas;Dulce de leche;Los Nietitos;Envase 1 kg.;457;84.9;165;225;221.794;262;274;17.761904;13;214.288;0.035;0.0801;Feb25
50;Alimentos y bebidas;Dulce de leche;Manjar;Envase 1 kg.;458;149;179;195;198.806;235;240;10.28352571;6;199.004;-0.001;0.0517;Feb25
51;Alimentos y bebidas;Dulce de membrillo;Los Nietitos;Envase 400 grs.;408;56;59;76;74.608;85;92;5.534210845;3.7;72.96;0.023;0.0742;Feb25
52;Alimentos y bebidas;Fideos secos al huevo;Adria;Paquete 500 grs.;392;71;81;91;90.717;101;106;3.408068097;3;87.473;0.037;0.0376;Feb25
53;Alimentos y bebidas;Fideos secos al huevo;Cololó;Paquete 500 grs.;380;49;63;74.9;74.464;85;89;4.625752776;5;75.553;-0.014;0.0621;Feb25
54;Alimentos y bebidas;Fideos secos al huevo;Las Acacias;Paquete 500 grs.;453;46;64;86;84.835;95;101;6.219383781;5;83.688;0.014;0.0733;Feb25
55;Alimentos y bebidas;Fideos secos semolados;Adria;Paquete 500 grs.;227;40.9;44.99;66;63.262;81;99;7.848067705;6;63.272;0;0.1241;Feb25
56;Alimentos y bebidas;Fideos secos semolados;Las Acacias - franja celeste;Paquete 500 grs.;176;42;45;63;60.073;72;72;6.031332101;12.9;59.926;0.002;0.1004;Feb25
58;Alimentos y bebidas;Frankfurters cortos;Centenario;Paquete 8 us.;150;130;130;199;204.235;290;300;25.80115492;24.5;198.892;0.027;0.1263;Feb25
59;Alimentos y bebidas;Frankfurters cortos;Ottonello;Paquete 8 us.;382;99;149;184;184.392;218;228.5;9.337414248;10;184.029;0.002;0.0506;Feb25
60;Alimentos y bebidas;Frankfurters cortos;Schneck;Paquete 8 us.;444;199;217;265;265.964;305;305;20.28062047;22;260.169;0.022;0.0763;Feb25
61;Alimentos y bebidas;Galletitas al agua;Famosa;Paquete 140 grs.;543;29.9;49;75;75.71;86;92;7.820230641;11;71.017;0.066;0.1033;Feb25
62;Alimentos y bebidas;Galletitas al agua;Maestro Cubano;Paquete 120 grs.;82;20;20;40;40.889;47;47;3.004734525;1;40.889;0;0.0735;Feb25
63;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Coca Cola;Botella 1,5 lt.;590;115;125;142;145.998;157;160;8.278008861;15;145.863;0.001;0.0567;Feb25
64;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Coca Cola_;Botella 2,25.lt.;445;99;143;180;186.052;201;209;13.45981006;19;186.264;-0.001;0.0723;Feb25
65;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Nix;Botella 1,5 lt.;15;30;30;39;37.527;47;47;4.467378801;7;37.527;0;0.119;Feb25
66;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Pepsi;Botella 2 lt.;433;89;142;153;159.563;177;195;12.10997006;23;166.17;-0.04;0.0759;Feb25
67;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Pepsi;Botella 1,5 lt.;449;84.06;106;129;129.787;150;150;7.506374056;0;129.717;0.001;0.0578;Feb25
68;Alimentos y bebidas;Hamburguesas carne vacun;Burgy;Paquete 3 unidades;381;30;30;37;36.344;45;46;3.441001676;3;36.51;-0.005;0.0947;Feb25
69;Alimentos y bebidas;Hamburguesas carne vacun;Paty;Paquete 2 unidades;169;48;48;89;75.385;114;114;18.46019549;33.9;74.871;0.007;0.2449;Feb25
70;Alimentos y bebidas;Hamburguesas carne vacun;Schneck;Paquete 2 unidades;435;73;75.9;98;96.128;107;110;6.865372631;9;93.405;0.029;0.0714;Feb25
71;Alimentos y bebidas;Harina de maíz;Gourmet;Paquete 450 grs.;100;29;29.67;35;33.968;36;36;1.724978097;2;33.941;0.001;0.0508;Feb25
72;Alimentos y bebidas;Harina de maíz;Presto Pronta Arcor;Paquete 500 grs.;352;39;48;58;56.82;68.35;74;4.508481584;5;56.073;0.013;0.0793;Feb25
73;Alimentos y bebidas;Harina de maíz;Puritas;Paquete 450 grs.;428;29.9;32.9;41;42.242;59;59;3.972317327;6;40.861;0.034;0.094;Feb25
74;Alimentos y bebidas;Harina trigo común 000;Cañuelas;Paquete 1 kg.;497;30;45;56;56.722;68;70;4.92491166;9;56.029;0.012;0.0868;Feb25
75;Alimentos y bebidas;Harina trigo común 000;Cololó;Paquete 1 kg.;142;29;44;49.9;48.182;62;62;4.088996731;4.9;48.182;0;0.0849;Feb25
76;Alimentos y bebidas;Harina trigo común 0000;Cañuelas;Paquete 1 kg.;519;49;49;64;62.988;72;75;3.539482382;3;61.365;0.026;0.0562;Feb25
77;Alimentos y bebidas;Harina trigo común 0000;Cololó;Paquete 1 kg.;339;39;45;59;59.344;70;76;8.320762363;12.48;61.017;-0.027;0.1402;Feb25
78;Alimentos y bebidas;Harina trigo común 0000;Primor;Paquete 1 kg.;184;48;49;57;58.639;69;69;4.018374586;3;58.579;0.001;0.0685;Feb25
79;Alimentos y bebidas;Helado familiar;Conaprole;Envase 1lt.;449;224;234;275;275.869;313;337;15.88580683;4.9;277.556;-0.006;0.0576;Feb25
80;Alimentos y bebidas;Helado familiar;Crufi;Envase 1lt.;301;228;229;289;281.699;341;358;26.01521834;40;284.977;-0.012;0.0924;Feb25
82;Limpieza del hogar;Hipoclorito de sodio;Agua Jane;Botella 1 lt.;602;68;68;84;85.111;109;115;7.530337197;10;85.185;-0.001;0.0885;Feb25
83;Limpieza del hogar;Hipoclorito de sodio;Sello Rojo;Botella 1 lt.;597;63;65;78;77.75;100;101;7.180026581;10;76.018;0.023;0.0923;Feb25
84;Limpieza del hogar;Hipoclorito de sodio;Solución Cristal;Botella 1 lt.;440;39;39.9;77;73.936;85;91;7.862807175;13;74.272;-0.005;0.1063;Feb25
85;Alimentos y bebidas;Huevos colorados;El Jefe;Envase 1/2 docena;104;99;99;113;115.019;131;131;6.204332195;3;114.97;0;0.0539;Feb25
86;Alimentos y bebidas;Huevos colorados;Prodhin;Envase 1/2 docena;312;99;105;121;120.382;135;135;7.619130088;3;120.228;0.001;0.0633;Feb25
87;Alimentos y bebidas;Huevos colorados;Super huevo;Envase 1/2 docena;292;69;89.9;112;112.186;129;129;9.251096329;8.9;110.13;0.019;0.0825;Feb25
88;Cuidado personal;Jabón de tocador;Astral plata;Unidad 125 grs.;678;34.9;37;47;49.268;77.19;77.19;6.993042289;9.9;49.75;-0.01;0.1419;Feb25
89;Cuidado personal;Jabón de tocador;Palmolive;Unidad 125 grs.;196;24;24;33;36.423;51;53;8.503572069;11.1;36.298;0.003;0.2335;Feb25
90;Cuidado personal;Jabón de tocador;Rexona;Unidad 125 grs.;368;33;33;63;61.588;75;75;10.40612153;12;63.953;-0.037;0.169;Feb25
91;Limpieza del hogar;Jabón en polvo máquina;Drive;Paquete 800 grs.;136;121;125;169;155.86;178.53;178.53;16.02444109;27;155.86;0;0.1028;Feb25
92;Limpieza del hogar;Jabón en polvo máquina;Nevex;Paquete 800 grs.;608;139.3;171.9;197;193.746;235;238;13.63721476;25;193.295;0.002;0.0704;Feb25
93;Limpieza del hogar;Jabón en polvo máquina;Skip - Paquete azul;Paquete 800 grs.;570;77;99;151;150.812;175.51;183;12.05301923;12.9;151.362;-0.004;0.0799;Feb25
94;Limpieza del hogar;Jabón para ropa en barra;Bull Dog;Unidad 300 grs.;438;35.9;42;87;79.312;99;110;16.62185762;8;77.253;0.027;0.2096;Feb25
95;Limpieza del hogar;Jabón para ropa en barra;Nevex;Unidad 200 grs.;324;35;42.5;58;58.341;68.05;75;4.575097944;3.9;57.207;0.02;0.0784;Feb25
96;Limpieza del hogar;Jabón para ropa en barra;Primor;Unidad 200 grs.;484;19.9;30;36;37.432;49;50;3.906343201;4;38.925;-0.038;0.1044;Feb25
97;Alimentos y bebidas;Jamón cocido no artesanal;Cattivelli;1 kg.;31;510;550;690;679.866;980;980;74.31346973;34;683.024;-0.005;0.1093;Feb25
98;Alimentos y bebidas;Jamón cocido no artesanal;Ottonello;1 kg.;197;577;577;680;665.905;750;820;34.68890441;30;664.533;0.002;0.0521;Feb25
100;Alimentos y bebidas;Leonesa;Ottonello;1 kg.;54;230;331;460;452.517;590;590;35.26576405;0;456.695;-0.009;0.0779;Feb25
101;Alimentos y bebidas;Leonesa;Schneck;1 kg.;225;444;482.64;680;671.656;770;770;54.93054043;55;652.54;0.029;0.0818;Feb25
102;Alimentos y bebidas;Manteca;Calcar;Envase 200 grs.;22;61;61;69;69.036;90;90;6.033014973;8;69.036;0;0.0874;Feb25
103;Alimentos y bebidas;Manteca;Conaprole sin sal;Envase 200 grs.;563;75;92;105;106.471;122;122;10.01973792;20;105.032;0.014;0.0941;Feb25
104;Alimentos y bebidas;Manteca;Kasdorf;Envase 200 grs.;238;85;85;99;100.518;114;115;5.367163835;3;100.076;0.004;0.0534;Feb25
105;Alimentos y bebidas;Margarina;Doriana nueva;Envase 250 grs.;110;52;55;82;83.27;120;120;11.6525301;14.1;83.27;0;0.1399;Feb25
109;Alimentos y bebidas;Mayonesa común;Hellmans;Envase 500 grs.;402;95;112;184;172.241;193;198;20.50030083;19;172.722;-0.003;0.119;Feb25
110;Alimentos y bebidas;Mayonesa común;Uruguay;Envase 500 grs.;409;75;79;99;98.442;125;126;11.13851954;13;96.609;0.019;0.1131;Feb25
111;Alimentos y bebidas;Mermelada de durazno;Dulciora;Envase 500 grs.;10;52;52;55;55.36;60;60;2.306381983;1.7;55.36;0;0.0417;Feb25
112;Alimentos y bebidas;Mermelada de durazno;El Hogar;Envase 500 grs.;125;47;60;89;81.721;135;135;14.24859061;20;81.721;0;0.1744;Feb25
113;Alimentos y bebidas;Mermelada de durazno;Los Nietitos;Envase 500 grs.;458;95;107;125;123.726;135;146;6.863862038;7;120.653;0.025;0.0555;Feb25
114;Alimentos y bebidas;Nalga vacuna;Con Hueso - Sin Marca;1 kg.;27;339;339;472;433.651;489;489;51.56183121;73;432.519;0.003;0.1189;Feb25
115;Alimentos y bebidas;Nalga vacuna;Sin Hueso - Sin Marca;1 kg.;194;320;369;429;425.532;549;620;42.61617302;43;420.65;0.012;0.1001;Feb25
116;Alimentos y bebidas;Paleta vacuna;Con Hueso - Sin Marca;1 kg.;152;279;297;359;358.447;393;406;19.24799564;17.99;355.867;0.007;0.0537;Feb25
117;Alimentos y bebidas;Paleta vacuna;Sin Hueso - Sin Marca;1 kg.;209;289;289;355;344.543;435;485;38.17456143;57;342.148;0.007;0.1108;Feb25
118;Alimentos y bebidas;Pan de molde lacteado;Los Sorchantes;Paquete 330 grs.;396;92;99;122;120.597;145;147;7.299958059;4;123.526;-0.024;0.0605;Feb25
119;Alimentos y bebidas;Pan de molde lacteado;Bimbo;Paquete 330 grs.;283;59;90;130;130.304;155;162;11.21415571;12;129.758;0.004;0.0861;Feb25
120;Alimentos y bebidas;Pan de molde lacteado;Pan Catalán;Paquete 330 grs.;91;51;51;76;77.56;95;95;9.515476871;2;77.56;0;0.1227;Feb25
121;Alimentos y bebidas;Pan flauta;Sin marca;Unidad aprox215 grs.;110;42;42;87;82.326;97;97;12.95019592;0;82.237;0.001;0.1573;Feb25
122;Cuidado personal;Papel higiénico hoja simple;Elite;4 rollos de 30 mts.;228;46.9;49.9;99;105.292;141;147;27.134967;58.1;105.333;0;0.2577;Feb25
123;Cuidado personal;Papel higiénico hoja simple;Higienol Export;4 rollos de 30 mts.;160;46;46;67;64.731;77;80;7.396879213;10;64.731;0;0.1143;Feb25
