Periodo,Grupo,Producto,producto_limpio_key,producto_base,tipo_producto,marca,presentacion,presentacion_valor,presentacion_unidad,especificacion,Super,Precio,es_producto_valido,requiere_revision
2025-04-01,,Establecimientos Relevados,ESTABLECIMIENTOS RELEVADOS,Establecimientos Relevados,,,,,,Establecimientos Relevados,Devoto,23.0,False,True
