Periodo,Grupo,Producto,Super,Precio
2025-08-01,Alimentos Y Bebidas,Carne picada vacuna Con Hasta 20% de grasa 1 kg.,Ta - Ta,299.0
2025-08-01,Alimentos Y Bebidas,Carne picada vacuna Con Hasta 20% de grasa 1 kg.,Tienda Inglesa,299.0
2025-08-01,Alimentos Y Bebidas,Carne picada vacuna Con Hasta 5% de grasa 1 kg.,Devoto,439.0
2025-08-01,Alimentos Y Bebidas,Carne picada vacuna Con Hasta 5% de grasa 1 kg.,Devoto Express,452.0
2025-08-01,Alimentos Y Bebidas,Carne picada vacuna Con Hasta 5% de grasa 1 kg.,Disco,439.0
2025-08-01,Alimentos Y Bebidas,Carne picada vacuna Con Hasta 5% de grasa 1 kg.,Macro,489.0
2025-08-01,Alimentos Y Bebidas,Carne picada vacuna Con Hasta 5% de grasa 1 kg.,Micro Macro,459.02
2025-08-01,Alimentos Y Bebidas,Carne picada vacuna Con Hasta 5% de grasa 1 kg.,Red Expres,399.0
2025-08-01,Alimentos Y Bebidas,Carne picada vacuna Con Hasta 5% de grasa 1 kg.,Red Market,429.0
2025-08-01,Alimentos Y Bebidas,Carne picada vacuna Con Hasta 5% de grasa 1 kg.,Ta - Ta,359.0
2025-08-01,Alimentos Y Bebidas,Carne picada vacuna Con Hasta 5% de grasa 1 kg.,Tienda Inglesa,355.0
2025-08-01,Alimentos Y Bebidas,Cerveza Patricia Botella 960 ml.,Devoto,180.0
2025-08-01,Alimentos Y Bebidas,Cerveza Patricia Botella 960 ml.,Devoto Express,185.0
2025-08-01,Alimentos Y Bebidas,Cerveza Patricia Botella 960 ml.,Disco,180.0
2025-08-01,Alimentos Y Bebidas,Cerveza Patricia Botella 960 ml.,El Clon,175.0
2025-08-01,Alimentos Y Bebidas,Cerveza Patricia Botella 960 ml.,El Dorado,179.0
2025-08-01,Alimentos Y Bebidas,Cerveza Patricia Botella 960 ml.,Frog,180.0
2025-08-01,Alimentos Y Bebidas,Cerveza Patricia Botella 960 ml.,Macro,180.0
2025-08-01,Alimentos Y Bebidas,Cerveza Patricia Botella 960 ml.,Micro Macro,180.0
2025-08-01,Alimentos Y Bebidas,Cerveza Patricia Botella 960 ml.,Red Expres,180.0
2025-08-01,Alimentos Y Bebidas,Cerveza Patricia Botella 960 ml.,Red Market,180.0
2025-08-01,Alimentos Y Bebidas,Cerveza Patricia Botella 960 ml.,Ta - Ta,180.0
2025-08-01,Alimentos Y Bebidas,Cerveza Patricia Botella 960 ml.,Tienda Inglesa,182.0
2025-08-01,Alimentos Y Bebidas,Cerveza Pilsen Botella 960 ml.,Devoto,125.0
2025-08-01,Alimentos Y Bebidas,Cerveza Pilsen Botella 960 ml.,Devoto Express,125.0
2025-08-01,Alimentos Y Bebidas,Cerveza Pilsen Botella 960 ml.,Disco,125.0
2025-08-01,Alimentos Y Bebidas,Cerveza Pilsen Botella 960 ml.,El Clon,152.0
2025-08-01,Alimentos Y Bebidas,Cerveza Pilsen Botella 960 ml.,El Dorado,125.0
2025-08-01,Alimentos Y Bebidas,Cerveza Pilsen Botella 960 ml.,Macro,125.0
2025-08-01,Alimentos Y Bebidas,Cerveza Pilsen Botella 960 ml.,Micro Macro,125.0
2025-08-01,Alimentos Y Bebidas,Cerveza Pilsen Botella 960 ml.,Red Expres,125.0
2025-08-01,Alimentos Y Bebidas,Cerveza Pilsen Botella 960 ml.,Red Market,156.0
2025-08-01,Alimentos Y Bebidas,Cerveza Pilsen Botella 960 ml.,Ta - Ta,156.0
2025-08-01,Alimentos Y Bebidas,Cerveza Pilsen Botella 960 ml.,Tienda Inglesa,127.0
2025-08-01,Alimentos Y Bebidas,Cerveza Zillertal Botella 1 lt.,Devoto,185.0
2025-08-01,Alimentos Y Bebidas,Cerveza Zillertal Botella 1 lt.,Devoto Express,185.0
2025-08-01,Alimentos Y Bebidas,Cerveza Zillertal Botella 1 lt.,Disco,185.0
2025-08-01,Alimentos Y Bebidas,Cerveza Zillertal Botella 1 lt.,El Clon,199.0
2025-08-01,Alimentos Y Bebidas,Cerveza Zillertal Botella 1 lt.,El Dorado,179.0
2025-08-01,Alimentos Y Bebidas,Cerveza Zillertal Botella 1 lt.,Frog,185.0
2025-08-01,Alimentos Y Bebidas,Cerveza Zillertal Botella 1 lt.,Macro,185.0
2025-08-01,Alimentos Y Bebidas,Cerveza Zillertal Botella 1 lt.,Micro Macro,185.0
2025-08-01,Alimentos Y Bebidas,Cerveza Zillertal Botella 1 lt.,Red Expres,185.0
2025-08-01,Alimentos Y Bebidas,Cerveza Zillertal Botella 1 lt.,Red Market,202.0
2025-08-01,Alimentos Y Bebidas,Cerveza Zillertal Botella 1 lt.,Ta - Ta,202.0
2025-08-01,Alimentos Y Bebidas,Cerveza Zillertal Botella 1 lt.,Tienda Inglesa,204.0
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Cattivelli - Extra 1 kg.,Devoto,619.0
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Cattivelli - Extra 1 kg.,Devoto Express,619.0
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Cattivelli - Extra 1 kg.,Disco,619.0
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Cattivelli - Extra 1 kg.,Macro,605.03
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Cattivelli - Extra 1 kg.,Micro Macro,605.03
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Cattivelli - Extra 1 kg.,Red Expres,735.0
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Cattivelli - Extra 1 kg.,Red Market,560.0
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Cattivelli - Extra 1 kg.,Ta - Ta,659.0
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Cattivelli - Extra 1 kg.,Tienda Inglesa,650.0
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Centenario - Extra 1 kg.,Devoto,749.0
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Centenario - Extra 1 kg.,Devoto Express,771.0
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Centenario - Extra 1 kg.,Disco,749.0
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Centenario - Extra 1 kg.,Macro,574.79
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Centenario - Extra 1 kg.,Micro Macro,653.16
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Centenario - Extra 1 kg.,Red Expres,625.0
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Centenario - Extra 1 kg.,Red Market,515.0
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Centenario - Extra 1 kg.,Ta - Ta,639.0
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - Centenario - Extra 1 kg.,Tienda Inglesa,629.0
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - La Familia - Hilo amarillo 1 kg.,Macro,326.39
2025-08-01,Alimentos Y Bebidas,Chorizos mezcla sueltos - La Familia - Hilo amarillo 1 kg.,Micro Macro,326.39
2025-08-01,Alimentos Y Bebidas,Cocoa Copacabana Envase 500 grs.,Devoto,325.0
2025-08-01,Alimentos Y Bebidas,Cocoa Copacabana Envase 500 grs.,Devoto Express,341.0
2025-08-01,Alimentos Y Bebidas,Cocoa Copacabana Envase 500 grs.,Disco,325.0
2025-08-01,Alimentos Y Bebidas,Cocoa Copacabana Envase 500 grs.,El Clon,325.0
2025-08-01,Alimentos Y Bebidas,Cocoa Copacabana Envase 500 grs.,El Dorado,323.0
2025-08-01,Alimentos Y Bebidas,Cocoa Copacabana Envase 500 grs.,Frog,320.0
2025-08-01,Alimentos Y Bebidas,Cocoa Copacabana Envase 500 grs.,Kinko,360.0
2025-08-01,Alimentos Y Bebidas,Cocoa Copacabana Envase 500 grs.,Macro,270.55
2025-08-01,Alimentos Y Bebidas,Cocoa Copacabana Envase 500 grs.,Micro Macro,281.37
2025-08-01,Alimentos Y Bebidas,Cocoa Copacabana Envase 500 grs.,Red Expres,297.0
2025-08-01,Alimentos Y Bebidas,Cocoa Copacabana Envase 500 grs.,Red Market,321.5
2025-08-01,Alimentos Y Bebidas,Cocoa Copacabana Envase 500 grs.,Ta - Ta,323.0
2025-08-01,Alimentos Y Bebidas,Cocoa Copacabana Envase 500 grs.,Tienda Inglesa,328.0
2025-08-01,Alimentos Y Bebidas,Cocoa Vascolet Envase 500 grs.,Devoto,298.0
2025-08-01,Alimentos Y Bebidas,Cocoa Vascolet Envase 500 grs.,Devoto Express,298.0
2025-08-01,Alimentos Y Bebidas,Cocoa Vascolet Envase 500 grs.,Disco,298.0
2025-08-01,Alimentos Y Bebidas,Cocoa Vascolet Envase 500 grs.,El Clon,249.0
2025-08-01,Alimentos Y Bebidas,Cocoa Vascolet Envase 500 grs.,El Dorado,239.0
2025-08-01,Alimentos Y Bebidas,Cocoa Vascolet Envase 500 grs.,Macro,277.48
2025-08-01,Alimentos Y Bebidas,Cocoa Vascolet Envase 500 grs.,Micro Macro,299.68
2025-08-01,Alimentos Y Bebidas,Cocoa Vascolet Envase 500 grs.,Red Expres,265.0
2025-08-01,Alimentos Y Bebidas,Cocoa Vascolet Envase 500 grs.,Red Market,272.0
2025-08-01,Alimentos Y Bebidas,Cocoa Vascolet Envase 500 grs.,Ta - Ta,311.0
2025-08-01,Alimentos Y Bebidas,Cocoa Vascolet Envase 500 grs.,Tienda Inglesa,337.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Conaprole Envase 1 kg.,Devoto,293.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Conaprole Envase 1 kg.,Devoto Express,305.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Conaprole Envase 1 kg.,Disco,293.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Conaprole Envase 1 kg.,El Clon,289.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Conaprole Envase 1 kg.,El Dorado,294.9
2025-08-01,Alimentos Y Bebidas,Dulce de leche Conaprole Envase 1 kg.,Frog,296.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Conaprole Envase 1 kg.,Macro,288.47
2025-08-01,Alimentos Y Bebidas,Dulce de leche Conaprole Envase 1 kg.,Micro Macro,311.55
2025-08-01,Alimentos Y Bebidas,Dulce de leche Conaprole Envase 1 kg.,Red Expres,289.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Conaprole Envase 1 kg.,Red Market,297.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Conaprole Envase 1 kg.,Ta - Ta,295.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Conaprole Envase 1 kg.,Tienda Inglesa,302.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Los Nietitos Envase 1 kg.,Devoto,225.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Los Nietitos Envase 1 kg.,Devoto Express,234.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Los Nietitos Envase 1 kg.,Disco,225.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Los Nietitos Envase 1 kg.,El Clon,189.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Los Nietitos Envase 1 kg.,El Dorado,224.9
2025-08-01,Alimentos Y Bebidas,Dulce de leche Los Nietitos Envase 1 kg.,Frog,225.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Los Nietitos Envase 1 kg.,Kinko,242.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Los Nietitos Envase 1 kg.,Macro,182.68
2025-08-01,Alimentos Y Bebidas,Dulce de leche Los Nietitos Envase 1 kg.,Micro Macro,197.3
2025-08-01,Alimentos Y Bebidas,Dulce de leche Los Nietitos Envase 1 kg.,Red Expres,214.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Los Nietitos Envase 1 kg.,Red Market,219.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Los Nietitos Envase 1 kg.,Ta - Ta,225.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Los Nietitos Envase 1 kg.,Tienda Inglesa,227.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Manjar Envase 1 kg.,Devoto,169.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Manjar Envase 1 kg.,Devoto Express,176.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Manjar Envase 1 kg.,Disco,169.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Manjar Envase 1 kg.,El Clon,185.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Manjar Envase 1 kg.,El Dorado,197.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Manjar Envase 1 kg.,Frog,198.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Manjar Envase 1 kg.,Kinko,220.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Manjar Envase 1 kg.,Macro,192.93
2025-08-01,Alimentos Y Bebidas,Dulce de leche Manjar Envase 1 kg.,Micro Macro,208.36
2025-08-01,Alimentos Y Bebidas,Dulce de leche Manjar Envase 1 kg.,Red Expres,195.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Manjar Envase 1 kg.,Red Market,191.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Manjar Envase 1 kg.,Ta - Ta,188.0
2025-08-01,Alimentos Y Bebidas,Dulce de leche Manjar Envase 1 kg.,Tienda Inglesa,205.0
2025-08-01,Alimentos Y Bebidas,Dulce de membrillo Los Nietitos Envase 400 grs.,Devoto,76.0
2025-08-01,Alimentos Y Bebidas,Dulce de membrillo Los Nietitos Envase 400 grs.,Devoto Express,79.0
2025-08-01,Alimentos Y Bebidas,Dulce de membrillo Los Nietitos Envase 400 grs.,Disco,76.0
2025-08-01,Alimentos Y Bebidas,Dulce de membrillo Los Nietitos Envase 400 grs.,El Clon,75.0
2025-08-01,Alimentos Y Bebidas,Dulce de membrillo Los Nietitos Envase 400 grs.,El Dorado,77.0
2025-08-01,Alimentos Y Bebidas,Dulce de membrillo Los Nietitos Envase 400 grs.,Macro,73.3
2025-08-01,Alimentos Y Bebidas,Dulce de membrillo Los Nietitos Envase 400 grs.,Micro Macro,79.17
2025-08-01,Alimentos Y Bebidas,Dulce de membrillo Los Nietitos Envase 400 grs.,Red Expres,76.0
2025-08-01,Alimentos Y Bebidas,Dulce de membrillo Los Nietitos Envase 400 grs.,Red Market,75.5
2025-08-01,Alimentos Y Bebidas,Dulce de membrillo Los Nietitos Envase 400 grs.,Ta - Ta,75.0
2025-08-01,Alimentos Y Bebidas,Dulce de membrillo Los Nietitos Envase 400 grs.,Tienda Inglesa,80.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Adria Paquete 500 grs.,Devoto,91.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Adria Paquete 500 grs.,Devoto Express,94.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Adria Paquete 500 grs.,Disco,91.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Adria Paquete 500 grs.,El Dorado,91.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Adria Paquete 500 grs.,Macro,84.61
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Adria Paquete 500 grs.,Micro Macro,84.61
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Adria Paquete 500 grs.,Red Expres,92.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Adria Paquete 500 grs.,Red Market,91.5
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Adria Paquete 500 grs.,Ta - Ta,91.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Adria Paquete 500 grs.,Tienda Inglesa,94.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Cololó Paquete 500 grs.,Devoto,76.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Cololó Paquete 500 grs.,Devoto Express,78.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Cololó Paquete 500 grs.,Disco,76.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Cololó Paquete 500 grs.,El Dorado,76.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Cololó Paquete 500 grs.,Macro,78.4
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Cololó Paquete 500 grs.,Micro Macro,78.4
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Cololó Paquete 500 grs.,Red Expres,73.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Cololó Paquete 500 grs.,Red Market,75.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Cololó Paquete 500 grs.,Ta - Ta,79.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Cololó Paquete 500 grs.,Tienda Inglesa,75.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Las Acacias Paquete 500 grs.,Devoto,86.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Las Acacias Paquete 500 grs.,Devoto Express,86.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Las Acacias Paquete 500 grs.,Disco,86.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Las Acacias Paquete 500 grs.,El Clon,79.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Las Acacias Paquete 500 grs.,El Dorado,86.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Las Acacias Paquete 500 grs.,Frog,84.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Las Acacias Paquete 500 grs.,Kinko,95.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Las Acacias Paquete 500 grs.,Macro,90.37
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Las Acacias Paquete 500 grs.,Micro Macro,90.37
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Las Acacias Paquete 500 grs.,Red Expres,93.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Las Acacias Paquete 500 grs.,Red Market,89.0
2025-08-01,Alimentos Y Bebidas,Fideos secos al huevo Las Acacias Paquete 500 grs.,Tienda Inglesa,94.0
2025-08-01,Alimentos Y Bebidas,Fideos secos semolados Adria Paquete 500 grs.,Devoto,66.0
2025-08-01,Alimentos Y Bebidas,Fideos secos semolados Adria Paquete 500 grs.,Devoto Express,68.0
2025-08-01,Alimentos Y Bebidas,Fideos secos semolados Adria Paquete 500 grs.,Disco,66.0
2025-08-01,Alimentos Y Bebidas,Fideos secos semolados Adria Paquete 500 grs.,Macro,57.56
2025-08-01,Alimentos Y Bebidas,Fideos secos semolados Adria Paquete 500 grs.,Micro Macro,57.56
2025-08-01,Alimentos Y Bebidas,Fideos secos semolados Adria Paquete 500 grs.,Red Expres,52.0
2025-08-01,Alimentos Y Bebidas,Fideos secos semolados Adria Paquete 500 grs.,Red Market,51.0
2025-08-01,Alimentos Y Bebidas,Fideos secos semolados Adria Paquete 500 grs.,Ta - Ta,64.0
2025-08-01,Alimentos Y Bebidas,Fideos secos semolados Las Acacias - franja celeste Paquete 500 grs.,El Dorado,64.9
2025-08-01,Alimentos Y Bebidas,Fideos secos semolados Las Acacias - franja celeste Paquete 500 grs.,Frog,63.0
2025-08-01,Alimentos Y Bebidas,Fideos secos semolados Las Acacias - franja celeste Paquete 500 grs.,Red Expres,52.0
2025-08-01,Alimentos Y Bebidas,Fideos secos semolados Las Acacias - franja celeste Paquete 500 grs.,Red Market,60.35
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Centenario Paquete 8 us.,El Dorado,191.5
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Centenario Paquete 8 us.,Red Expres,225.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Centenario Paquete 8 us.,Tienda Inglesa,270.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Ottonello Paquete 8 us.,Devoto,209.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Ottonello Paquete 8 us.,Devoto Express,209.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Ottonello Paquete 8 us.,Disco,209.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Ottonello Paquete 8 us.,El Dorado,209.5
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Ottonello Paquete 8 us.,Frog,209.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Ottonello Paquete 8 us.,Red Expres,209.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Ottonello Paquete 8 us.,Ta - Ta,211.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Ottonello Paquete 8 us.,Tienda Inglesa,220.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Schneck Paquete 8 us.,Devoto,280.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Schneck Paquete 8 us.,Devoto Express,294.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Schneck Paquete 8 us.,Disco,280.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Schneck Paquete 8 us.,El Dorado,255.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Schneck Paquete 8 us.,Frog,285.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Schneck Paquete 8 us.,Kinko,275.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Schneck Paquete 8 us.,Macro,232.54
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Schneck Paquete 8 us.,Micro Macro,241.84
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Schneck Paquete 8 us.,Red Expres,279.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Schneck Paquete 8 us.,Red Market,265.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Schneck Paquete 8 us.,Ta - Ta,280.0
2025-08-01,Alimentos Y Bebidas,Frankfurters cortos Schneck Paquete 8 us.,Tienda Inglesa,289.0
2025-08-01,Alimentos Y Bebidas,Galletitas al agua Famosa Paquete 140 grs.,Devoto,80.0
2025-08-01,Alimentos Y Bebidas,Galletitas al agua Famosa Paquete 140 grs.,Devoto Express,93.0
2025-08-01,Alimentos Y Bebidas,Galletitas al agua Famosa Paquete 140 grs.,Disco,80.0
2025-08-01,Alimentos Y Bebidas,Galletitas al agua Famosa Paquete 140 grs.,El Clon,79.0
2025-08-01,Alimentos Y Bebidas,Galletitas al agua Famosa Paquete 140 grs.,El Dorado,79.0
2025-08-01,Alimentos Y Bebidas,Galletitas al agua Famosa Paquete 140 grs.,Farmashop,86.0
2025-08-01,Alimentos Y Bebidas,Galletitas al agua Famosa Paquete 140 grs.,Kinko,90.0
2025-08-01,Alimentos Y Bebidas,Galletitas al agua Famosa Paquete 140 grs.,Red Expres,71.0
2025-08-01,Alimentos Y Bebidas,Galletitas al agua Famosa Paquete 140 grs.,Red Market,79.0
2025-08-01,Alimentos Y Bebidas,Galletitas al agua Famosa Paquete 140 grs.,Ta - Ta,78.0
2025-08-01,Alimentos Y Bebidas,Galletitas al agua Famosa Paquete 140 grs.,Tienda Inglesa,85.0
2025-08-01,Alimentos Y Bebidas,Galletitas al agua Maestro Cubano Paquete 120 grs.,Red Expres,40.0
2025-08-01,Alimentos Y Bebidas,Galletitas al agua Maestro Cubano Paquete 120 grs.,Red Market,37.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola Botella 1,5 lt.",Devoto,145.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola Botella 1,5 lt.",Devoto Express,145.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola Botella 1,5 lt.",Disco,145.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola Botella 1,5 lt.",El Clon,145.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola Botella 1,5 lt.",El Dorado,145.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola Botella 1,5 lt.",Farmashop,160.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola Botella 1,5 lt.",Kinko,159.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola Botella 1,5 lt.",Macro,145.01
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola Botella 1,5 lt.",Micro Macro,145.01
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola Botella 1,5 lt.",Red Expres,145.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola Botella 1,5 lt.",Red Market,145.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola Botella 1,5 lt.",Ta - Ta,145.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola Botella 1,5 lt.",Tienda Inglesa,147.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",El Clon,185.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",El Dorado,185.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",Farmashop,205.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",Kinko,200.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",Micro Macro,185.01
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",Red Expres,186.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",Red Market,185.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",Ta - Ta,185.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Coca Cola_ Botella 2,25.lt.",Tienda Inglesa,189.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Devoto,133.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Devoto Express,133.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Disco,133.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",El Clon,156.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",El Dorado,133.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Frog,133.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Kinko,160.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Red Expres,133.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Red Market,133.0
2025-08-01,Alimentos Y Bebidas,"Gaseosa tipo cola (env. no ret.) Pepsi Botella 1,5 lt.",Ta - Ta,133.0
