Periodo,Grupo,Producto,Super,Precio
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Marca Propia Envase 900 cc,Devoto,80.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Marca Propia Envase 900 cc,Devoto Express,99.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Marca Propia Envase 900 cc,Disco,99.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Marca Propia Envase 900 cc,Ta - Ta,95.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Marca Propia Envase 900 cc,Tienda Inglesa,97.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Devoto,119.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Devoto Express,123.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Disco,119.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Río de la Plata Envase 900 cc,El Dorado,119.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Frog,130.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Kinko,132.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Red Expres,115.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Red Market,115.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Ta - Ta,121.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Río de la Plata Envase 900 cc,Tienda Inglesa,126.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Uruguay Envase 900 cc,El Clon,85.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Uruguay Envase 900 cc,El Dorado,89.9
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Uruguay Envase 900 cc,Macro,91.49
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Uruguay Envase 900 cc,Micro Macro,98.8
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Uruguay Envase 900 cc,Red Expres,85.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Uruguay Envase 900 cc,Red Market,87.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Uruguay Envase 900 cc,Ta - Ta,94.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Uruguay Envase 900 cc,Tienda Inglesa,101.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Óptimo Envase 900 cc,Devoto,99.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Óptimo Envase 900 cc,Devoto Express,102.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Óptimo Envase 900 cc,Disco,99.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Óptimo Envase 900 cc,El Clon,95.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Óptimo Envase 900 cc,El Dorado,98.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Óptimo Envase 900 cc,Frog,123.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Óptimo Envase 900 cc,Kinko,99.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Óptimo Envase 900 cc,Macro,97.97
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Óptimo Envase 900 cc,Micro Macro,97.97
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Óptimo Envase 900 cc,Red Expres,105.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Óptimo Envase 900 cc,Red Market,100.5
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Óptimo Envase 900 cc,Ta - Ta,99.0
2025-04-01,Alimentos Y Bebidas,Aceite de girasol Óptimo Envase 900 cc,Tienda Inglesa,102.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Delicia Envase 900 cc,Devoto,129.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Delicia Envase 900 cc,Devoto Express,133.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Delicia Envase 900 cc,Disco,129.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Delicia Envase 900 cc,El Clon,105.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Delicia Envase 900 cc,El Dorado,129.9
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Delicia Envase 900 cc,Macro,115.54
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Delicia Envase 900 cc,Micro Macro,124.78
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Delicia Envase 900 cc,Red Expres,121.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Delicia Envase 900 cc,Red Market,105.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Delicia Envase 900 cc,Ta - Ta,129.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Delicia Envase 900 cc,Tienda Inglesa,140.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Devoto,139.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Devoto Express,143.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Disco,139.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Río de la Plata Envase 900 cc,El Dorado,139.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Frog,135.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Kinko,145.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Red Expres,140.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Red Market,139.5
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Ta - Ta,143.0
2025-04-01,Alimentos Y Bebidas,Aceite de maíz Río de la Plata Envase 900 cc,Tienda Inglesa,145.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Condesa Envase 900 cc,Devoto,75.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Condesa Envase 900 cc,Devoto Express,77.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Condesa Envase 900 cc,Disco,75.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Condesa Envase 900 cc,El Clon,68.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Condesa Envase 900 cc,El Dorado,69.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Condesa Envase 900 cc,Red Expres,65.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Condesa Envase 900 cc,Red Market,69.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Condesa Envase 900 cc,Ta - Ta,74.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Condesa Envase 900 cc,Tienda Inglesa,88.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Río de la Plata Envase 900 cc,Devoto,79.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Río de la Plata Envase 900 cc,Devoto Express,81.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Río de la Plata Envase 900 cc,Disco,79.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Río de la Plata Envase 900 cc,El Clon,68.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Río de la Plata Envase 900 cc,El Dorado,69.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Río de la Plata Envase 900 cc,Frog,90.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Río de la Plata Envase 900 cc,Kinko,90.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Río de la Plata Envase 900 cc,Red Expres,69.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Río de la Plata Envase 900 cc,Red Market,74.45
2025-04-01,Alimentos Y Bebidas,Aceite de soja Río de la Plata Envase 900 cc,Ta - Ta,79.0
2025-04-01,Alimentos Y Bebidas,Aceite de soja Río de la Plata Envase 900 cc,Tienda Inglesa,80.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Devoto,61.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Devoto Express,63.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Disco,61.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Matutina Envase 2 lt.,El Clon,60.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Matutina Envase 2 lt.,El Dorado,61.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Frog,59.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Kinko,66.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Macro,61.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Micro Macro,61.16
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Red Expres,58.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Red Market,59.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Ta - Ta,61.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Matutina Envase 2 lt.,Tienda Inglesa,63.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Nativa Envase 2 lt.,Devoto,75.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Nativa Envase 2 lt.,Devoto Express,77.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Nativa Envase 2 lt.,Disco,75.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Nativa Envase 2 lt.,El Clon,72.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Nativa Envase 2 lt.,El Dorado,74.9
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Nativa Envase 2 lt.,Frog,68.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Nativa Envase 2 lt.,Red Expres,74.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Nativa Envase 2 lt.,Ta - Ta,75.0
2025-04-01,Alimentos Y Bebidas,Agua de mesa con gas Nativa Envase 2 lt.,Tienda Inglesa,76.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Devoto,76.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Devoto Express,76.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Disco,76.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",El Clon,79.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",El Dorado,76.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Farmashop,82.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Macro,76.01
2025-04-01,Alimentos Y Bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Micro Macro,76.01
2025-04-01,Alimentos Y Bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Red Expres,76.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Red Market,68.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Ta - Ta,76.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa con gas Salus Envase 2,25 lt.",Tienda Inglesa,79.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Devoto,61.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Devoto Express,63.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Disco,61.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Matutina 2,5 lts",El Clon,60.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Matutina 2,5 lts",El Dorado,61.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Macro,61.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Micro Macro,61.16
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Red Expres,58.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Red Market,59.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Ta - Ta,61.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Matutina 2,5 lts",Tienda Inglesa,63.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Salus 2,25 lts",Devoto,76.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Salus 2,25 lts",Devoto Express,76.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Salus 2,25 lts",Disco,76.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Salus 2,25 lts",El Clon,79.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Salus 2,25 lts",El Dorado,76.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Salus 2,25 lts",Farmashop,82.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Salus 2,25 lts",Macro,76.01
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Salus 2,25 lts",Micro Macro,76.01
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Salus 2,25 lts",Red Expres,76.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Salus 2,25 lts",Red Market,68.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Salus 2,25 lts",Ta - Ta,76.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Salus 2,25 lts",Tienda Inglesa,79.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Vitale 2,5 lts",Devoto,64.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Vitale 2,5 lts",Devoto Express,64.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Vitale 2,5 lts",Disco,64.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Vitale 2,5 lts",El Clon,70.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Vitale 2,5 lts",El Dorado,64.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Vitale 2,5 lts",Red Expres,72.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Vitale 2,5 lts",Red Market,64.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Vitale 2,5 lts",Ta - Ta,70.0
2025-04-01,Alimentos Y Bebidas,"Agua de mesa sin gas Vitale 2,5 lts",Tienda Inglesa,64.0
2025-04-01,Alimentos Y Bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Devoto,133.0
2025-04-01,Alimentos Y Bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Devoto Express,133.0
2025-04-01,Alimentos Y Bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Disco,133.0
2025-04-01,Alimentos Y Bebidas,Agua mineral sin gas(bidón) Nativa 6lts,El Clon,125.0
2025-04-01,Alimentos Y Bebidas,Agua mineral sin gas(bidón) Nativa 6lts,El Dorado,119.0
2025-04-01,Alimentos Y Bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Macro,119.69
2025-04-01,Alimentos Y Bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Micro Macro,119.69
2025-04-01,Alimentos Y Bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Red Expres,119.0
2025-04-01,Alimentos Y Bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Red Market,119.0
2025-04-01,Alimentos Y Bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Ta - Ta,133.0
2025-04-01,Alimentos Y Bebidas,Agua mineral sin gas(bidón) Nativa 6lts,Tienda Inglesa,133.0
2025-04-01,Alimentos Y Bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Devoto,140.0
2025-04-01,Alimentos Y Bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Devoto Express,140.0
2025-04-01,Alimentos Y Bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Disco,140.0
2025-04-01,Alimentos Y Bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",El Dorado,140.0
2025-04-01,Alimentos Y Bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Farmashop,150.0
2025-04-01,Alimentos Y Bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Macro,140.0
2025-04-01,Alimentos Y Bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Micro Macro,140.0
2025-04-01,Alimentos Y Bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Red Expres,125.0
2025-04-01,Alimentos Y Bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Red Market,140.0
2025-04-01,Alimentos Y Bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Ta - Ta,140.0
2025-04-01,Alimentos Y Bebidas,"Agua mineral sin gas(bidón) Salus 6,25lts",Tienda Inglesa,141.0
2025-04-01,Alimentos Y Bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Devoto,395.0
2025-04-01,Alimentos Y Bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Devoto Express,407.0
2025-04-01,Alimentos Y Bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Disco,395.0
2025-04-01,Alimentos Y Bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Macro,394.0
2025-04-01,Alimentos Y Bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Micro Macro,394.0
2025-04-01,Alimentos Y Bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Red Expres,299.0
2025-04-01,Alimentos Y Bebidas,Aguja vacuna Con Hueso - Sin Marca 1 kg.,Red Market,309.0
2025-04-01,Alimentos Y Bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Devoto,299.0
2025-04-01,Alimentos Y Bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Devoto Express,308.0
2025-04-01,Alimentos Y Bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Disco,299.0
2025-04-01,Alimentos Y Bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Macro,447.0
2025-04-01,Alimentos Y Bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Micro Macro,447.0
2025-04-01,Alimentos Y Bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Red Expres,309.0
2025-04-01,Alimentos Y Bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Red Market,349.0
2025-04-01,Alimentos Y Bebidas,Aguja vacuna Sin Hueso - Sin Marca 1 kg.,Ta - Ta,289.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Disco,55.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,El Clon,37.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Frog,50.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Macro,49.13
2025-04-01,Alimentos Y Bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Micro Macro,49.13
2025-04-01,Alimentos Y Bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Red Expres,48.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Red Market,48.95
2025-04-01,Alimentos Y Bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Ta - Ta,55.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Aruba tipo Patna Bolsa 1 kg.,Tienda Inglesa,57.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,Devoto,79.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,Devoto Express,81.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,Disco,79.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,El Dorado,75.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,Kinko,75.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,Red Expres,72.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,Ta - Ta,75.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Blue Patna Bolsa 1 kg.,Tienda Inglesa,69.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Green Chef Bolsa 1 kg.,Devoto,67.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Green Chef Bolsa 1 kg.,Devoto Express,75.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Green Chef Bolsa 1 kg.,Disco,67.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Green Chef Bolsa 1 kg.,El Dorado,65.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Green Chef Bolsa 1 kg.,Kinko,80.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Green Chef Bolsa 1 kg.,Red Expres,69.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Green Chef Bolsa 1 kg.,Ta - Ta,75.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Green Chef Bolsa 1 kg.,Tienda Inglesa,76.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Pony Bolsa 1 kg.,Red Expres,36.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Pony Bolsa 1 kg.,Red Market,42.5
2025-04-01,Alimentos Y Bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Devoto,84.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Devoto Express,87.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Disco,84.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,El Clon,69.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,El Dorado,83.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Frog,84.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Kinko,86.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Macro,73.69
2025-04-01,Alimentos Y Bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Micro Macro,73.69
2025-04-01,Alimentos Y Bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Red Expres,68.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Red Market,77.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Ta - Ta,82.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Saman Blanco Bolsa 1 kg.,Tienda Inglesa,85.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Vidarroz Bolsa 1 kg.,Devoto,40.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Vidarroz Bolsa 1 kg.,Devoto Express,56.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Vidarroz Bolsa 1 kg.,Disco,40.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Vidarroz Bolsa 1 kg.,El Dorado,21.0
2025-04-01,Alimentos Y Bebidas,Arroz blanco Vidarroz Bolsa 1 kg.,Ta - Ta,54.0
2025-04-01,Alimentos Y Bebidas,Arvejas en conserva Cololó Lata 380 grs.,Devoto,49.0
2025-04-01,Alimentos Y Bebidas,Arvejas en conserva Cololó Lata 380 grs.,Devoto Express,51.0
2025-04-01,Alimentos Y Bebidas,Arvejas en conserva Cololó Lata 380 grs.,Disco,49.0
2025-04-01,Alimentos Y Bebidas,Arvejas en conserva Cololó Lata 380 grs.,El Dorado,49.0
2025-04-01,Alimentos Y Bebidas,Arvejas en conserva Cololó Lata 380 grs.,Macro,42.55
2025-04-01,Alimentos Y Bebidas,Arvejas en conserva Cololó Lata 380 grs.,Micro Macro,45.96
2025-04-01,Alimentos Y Bebidas,Arvejas en conserva Cololó Lata 380 grs.,Red Expres,46.0
2025-04-01,Alimentos Y Bebidas,Arvejas en conserva Cololó Lata 380 grs.,Red Market,29.5
2025-04-01,Alimentos Y Bebidas,Arvejas en conserva Cololó Lata 380 grs.,Ta - Ta,55.0
2025-04-01,Alimentos Y Bebidas,Arvejas en conserva Nidemar Lata 300 grs.,Macro,30.24
2025-04-01,Alimentos Y Bebidas,Arvejas en conserva Nidemar Lata 300 grs.,Micro Macro,32.66
2025-04-01,Alimentos Y Bebidas,Arvejas en conserva Nidemar Lata 300 grs.,Red Expres,32.0
2025-04-01,Alimentos Y Bebidas,Arvejas en conserva Nidemar Lata 300 grs.,Ta - Ta,30.0
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Azucarlito Paquete 1 kg.,Devoto,55.0
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Azucarlito Paquete 1 kg.,Devoto Express,57.0
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Azucarlito Paquete 1 kg.,Disco,55.0
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Azucarlito Paquete 1 kg.,El Clon,52.0
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Azucarlito Paquete 1 kg.,El Dorado,27.0
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Azucarlito Paquete 1 kg.,Macro,55.0
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Azucarlito Paquete 1 kg.,Micro Macro,55.0
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Azucarlito Paquete 1 kg.,Red Expres,55.0
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Azucarlito Paquete 1 kg.,Red Market,55.0
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Azucarlito Paquete 1 kg.,Ta - Ta,55.0
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Azucarlito Paquete 1 kg.,Tienda Inglesa,55.0
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Bella Unión Paquete 1 kg.,Devoto,55.0
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Bella Unión Paquete 1 kg.,Devoto Express,57.0
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Bella Unión Paquete 1 kg.,Disco,55.0
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Bella Unión Paquete 1 kg.,El Dorado,54.9
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Bella Unión Paquete 1 kg.,Macro,54.99
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Bella Unión Paquete 1 kg.,Micro Macro,54.99
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Bella Unión Paquete 1 kg.,Red Expres,55.0
2025-04-01,Alimentos Y Bebidas,Azúcar blanco Bella Unión Paquete 1 kg.,Red Market,55.0
