Periodo;Grupo;Producto;Super;Precio;tipo_producto;marca;presentacion;tipo_envoltorio;presentacion_valor;presentacion_unidad;nombre_comercial;canasta_producto;canasta_cantidad
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Marca Propia Envase 900 cc;Devoto;80.0;Aceite;Marca Propia;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Marca Propia Envase 900 cc;Devoto Express;99.0;Aceite;Marca Propia;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Marca Propia Envase 900 cc;Disco;99.0;Aceite;Marca Propia;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Marca Propia Envase 900 cc;Ta - Ta;95.0;Aceite;Marca Propia;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Marca Propia Envase 900 cc;Tienda Inglesa;97.0;Aceite;Marca Propia;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Devoto;119.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Devoto Express;123.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Disco;119.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Río de la Plata Envase 900 cc;El Dorado;119.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Frog;130.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Kinko;132.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Red Expres;115.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Red Market;115.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Ta - Ta;121.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Tienda Inglesa;126.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Uruguay Envase 900 cc;El Clon;85.0;Aceite;Uruguay;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Uruguay Envase 900 cc;El Dorado;89.9;Aceite;Uruguay;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Uruguay Envase 900 cc;Macro;91.49;Aceite;Uruguay;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Uruguay Envase 900 cc;Micro Macro;98.8;Aceite;Uruguay;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Uruguay Envase 900 cc;Red Expres;85.0;Aceite;Uruguay;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Uruguay Envase 900 cc;Red Market;87.0;Aceite;Uruguay;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Uruguay Envase 900 cc;Ta - Ta;94.0;Aceite;Uruguay;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Uruguay Envase 900 cc;Tienda Inglesa;101.0;Aceite;Uruguay;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Óptimo Envase 900 cc;Devoto;99.0;Aceite;Óptimo;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Óptimo Envase 900 cc;Devoto Express;102.0;Aceite;Óptimo;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Óptimo Envase 900 cc;Disco;99.0;Aceite;Óptimo;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Óptimo Envase 900 cc;El Clon;95.0;Aceite;Óptimo;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Óptimo Envase 900 cc;El Dorado;98.0;Aceite;Óptimo;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Óptimo Envase 900 cc;Frog;123.0;Aceite;Óptimo;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Óptimo Envase 900 cc;Kinko;99.0;Aceite;Óptimo;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Óptimo Envase 900 cc;Macro;97.97;Aceite;Óptimo;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Óptimo Envase 900 cc;Micro Macro;97.97;Aceite;Óptimo;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Óptimo Envase 900 cc;Red Expres;105.0;Aceite;Óptimo;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Óptimo Envase 900 cc;Red Market;100.5;Aceite;Óptimo;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Óptimo Envase 900 cc;Ta - Ta;99.0;Aceite;Óptimo;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de girasol Óptimo Envase 900 cc;Tienda Inglesa;102.0;Aceite;Óptimo;Envase 900 cc;Envase;900.0;CC;Aceite de girasol;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Delicia Envase 900 cc;Devoto;129.0;Aceite;Delicia;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Delicia Envase 900 cc;Devoto Express;133.0;Aceite;Delicia;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Delicia Envase 900 cc;Disco;129.0;Aceite;Delicia;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Delicia Envase 900 cc;El Clon;105.0;Aceite;Delicia;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Delicia Envase 900 cc;El Dorado;129.9;Aceite;Delicia;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Delicia Envase 900 cc;Macro;115.54;Aceite;Delicia;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Delicia Envase 900 cc;Micro Macro;124.78;Aceite;Delicia;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Delicia Envase 900 cc;Red Expres;121.0;Aceite;Delicia;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Delicia Envase 900 cc;Red Market;105.0;Aceite;Delicia;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Delicia Envase 900 cc;Ta - Ta;129.0;Aceite;Delicia;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Delicia Envase 900 cc;Tienda Inglesa;140.0;Aceite;Delicia;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Devoto;139.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Devoto Express;143.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Disco;139.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Río de la Plata Envase 900 cc;El Dorado;139.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Frog;135.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Kinko;145.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Red Expres;140.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Red Market;139.5;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Ta - Ta;143.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Tienda Inglesa;145.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de maiz;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Condesa Envase 900 cc;Devoto;75.0;Aceite;Condesa;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Condesa Envase 900 cc;Devoto Express;77.0;Aceite;Condesa;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Condesa Envase 900 cc;Disco;75.0;Aceite;Condesa;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Condesa Envase 900 cc;El Clon;68.0;Aceite;Condesa;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Condesa Envase 900 cc;El Dorado;69.0;Aceite;Condesa;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Condesa Envase 900 cc;Red Expres;65.0;Aceite;Condesa;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Condesa Envase 900 cc;Red Market;69.0;Aceite;Condesa;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Condesa Envase 900 cc;Ta - Ta;74.0;Aceite;Condesa;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Condesa Envase 900 cc;Tienda Inglesa;88.0;Aceite;Condesa;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Río de la Plata Envase 900 cc;Devoto;79.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Río de la Plata Envase 900 cc;Devoto Express;81.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Río de la Plata Envase 900 cc;Disco;79.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Río de la Plata Envase 900 cc;El Clon;68.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Río de la Plata Envase 900 cc;El Dorado;69.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Río de la Plata Envase 900 cc;Frog;90.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Río de la Plata Envase 900 cc;Kinko;90.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Río de la Plata Envase 900 cc;Red Expres;69.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Río de la Plata Envase 900 cc;Red Market;74.45;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Río de la Plata Envase 900 cc;Ta - Ta;79.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Aceite de soja Río de la Plata Envase 900 cc;Tienda Inglesa;80.0;Aceite;Río de la Plata;Envase 900 cc;Envase;900.0;CC;Aceite de soja;1.0;2.0
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Devoto;61.0;Agua;Matutina;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Devoto Express;63.0;Agua;Matutina;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Disco;61.0;Agua;Matutina;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Matutina Envase 2 lt.;El Clon;60.0;Agua;Matutina;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Matutina Envase 2 lt.;El Dorado;61.0;Agua;Matutina;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Frog;59.0;Agua;Matutina;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Kinko;66.0;Agua;Matutina;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Macro;61.0;Agua;Matutina;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Micro Macro;61.16;Agua;Matutina;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Red Expres;58.0;Agua;Matutina;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Red Market;59.0;Agua;Matutina;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Ta - Ta;61.0;Agua;Matutina;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Tienda Inglesa;63.0;Agua;Matutina;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Nativa Envase 2 lt.;Devoto;75.0;Agua;Nativa;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Nativa Envase 2 lt.;Devoto Express;77.0;Agua;Nativa;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Nativa Envase 2 lt.;Disco;75.0;Agua;Nativa;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Nativa Envase 2 lt.;El Clon;72.0;Agua;Nativa;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Nativa Envase 2 lt.;El Dorado;74.9;Agua;Nativa;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Nativa Envase 2 lt.;Frog;68.0;Agua;Nativa;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Nativa Envase 2 lt.;Red Expres;74.0;Agua;Nativa;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Nativa Envase 2 lt.;Ta - Ta;75.0;Agua;Nativa;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Nativa Envase 2 lt.;Tienda Inglesa;76.0;Agua;Nativa;Envase 2 lt.;Envase;2.0;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Devoto;76.0;Agua;Salus;Envase 2,25 lt.;Envase;2.25;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Devoto Express;76.0;Agua;Salus;Envase 2,25 lt.;Envase;2.25;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Disco;76.0;Agua;Salus;Envase 2,25 lt.;Envase;2.25;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;El Clon;79.0;Agua;Salus;Envase 2,25 lt.;Envase;2.25;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;El Dorado;76.0;Agua;Salus;Envase 2,25 lt.;Envase;2.25;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Farmashop;82.0;Agua;Salus;Envase 2,25 lt.;Envase;2.25;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Macro;76.01;Agua;Salus;Envase 2,25 lt.;Envase;2.25;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Micro Macro;76.01;Agua;Salus;Envase 2,25 lt.;Envase;2.25;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Red Expres;76.0;Agua;Salus;Envase 2,25 lt.;Envase;2.25;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Red Market;68.0;Agua;Salus;Envase 2,25 lt.;Envase;2.25;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Ta - Ta;76.0;Agua;Salus;Envase 2,25 lt.;Envase;2.25;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Tienda Inglesa;79.0;Agua;Salus;Envase 2,25 lt.;Envase;2.25;LT;Agua de mesa con gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Matutina 2,5 lts;Devoto;61.0;Agua;Matutina;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Matutina 2,5 lts;Devoto Express;63.0;Agua;Matutina;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Matutina 2,5 lts;Disco;61.0;Agua;Matutina;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Matutina 2,5 lts;El Clon;60.0;Agua;Matutina;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Matutina 2,5 lts;El Dorado;61.0;Agua;Matutina;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Matutina 2,5 lts;Macro;61.0;Agua;Matutina;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Matutina 2,5 lts;Micro Macro;61.16;Agua;Matutina;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Matutina 2,5 lts;Red Expres;58.0;Agua;Matutina;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Matutina 2,5 lts;Red Market;59.0;Agua;Matutina;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Matutina 2,5 lts;Ta - Ta;61.0;Agua;Matutina;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Matutina 2,5 lts;Tienda Inglesa;63.0;Agua;Matutina;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Salus 2,25 lts;Devoto;76.0;Agua;Salus;Envase 2,25 lts;Envase;2.25;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Salus 2,25 lts;Devoto Express;76.0;Agua;Salus;Envase 2,25 lts;Envase;2.25;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Salus 2,25 lts;Disco;76.0;Agua;Salus;Envase 2,25 lts;Envase;2.25;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Salus 2,25 lts;El Clon;79.0;Agua;Salus;Envase 2,25 lts;Envase;2.25;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Salus 2,25 lts;El Dorado;76.0;Agua;Salus;Envase 2,25 lts;Envase;2.25;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Salus 2,25 lts;Farmashop;82.0;Agua;Salus;Envase 2,25 lts;Envase;2.25;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Salus 2,25 lts;Macro;76.01;Agua;Salus;Envase 2,25 lts;Envase;2.25;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Salus 2,25 lts;Micro Macro;76.01;Agua;Salus;Envase 2,25 lts;Envase;2.25;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Salus 2,25 lts;Red Expres;76.0;Agua;Salus;Envase 2,25 lts;Envase;2.25;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Salus 2,25 lts;Red Market;68.0;Agua;Salus;Envase 2,25 lts;Envase;2.25;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Salus 2,25 lts;Ta - Ta;76.0;Agua;Salus;Envase 2,25 lts;Envase;2.25;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Salus 2,25 lts;Tienda Inglesa;79.0;Agua;Salus;Envase 2,25 lts;Envase;2.25;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Vitale 2,5 lts;Devoto;64.0;Agua;Vitale;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Vitale 2,5 lts;Devoto Express;64.0;Agua;Vitale;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Vitale 2,5 lts;Disco;64.0;Agua;Vitale;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Vitale 2,5 lts;El Clon;70.0;Agua;Vitale;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Vitale 2,5 lts;El Dorado;64.0;Agua;Vitale;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
2025-04-01;Alimentos Y Bebidas;Agua de mesa sin gas Vitale 2,5 lts;Red Expres;72.0;Agua;Vitale;Envase 2,5 lts;Envase;5.0;LT;Agua de mesa sin gas;;
